Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,AbsoluteEnergy,ConfNumber,RelativeEnergy,11b-HSD-1-refinedX005-1-HBA-model4new,11b-HSD-triterpenes-common-features,11b-HSD1-X005-1-HBA-ohneShape-model4,11b-HSD1-X005-1-model1,11b-HSD2-refinedX005-2-model2new,17b-HSD3-DS-model-1-X007-1,17b-HSD3-DS-model-2-X007-31,17b-HSD4-quercetin-Wetzel-final,17b-HSD4-Quercetin-Wetzel-HBA-F-model3-2,17b-HSD4-Quercetin-Wetzel-HBA-F-model8-1,17b-HSD5-1ry8-rut-1.60-x-1,17b-HSD5-1s2c-flf-1.80-x-1-s,17b-HSD5-1s2c-flf-1.80-x-1,17b-HSD5-1s2c-flf-1.80-x-2-s,17b-HSD5-1zq5-e04-1.30-x-2-s,17b-HSD5-2f38-15m-2.00-x-1-s,17b-HSD5-X009-2,17b-HSD7-Fiala-DS-shapemodell_30,17b-HSD7-Fiala-DS-shapemodell_42,17b-HSD7-Fiala-DS-shapemodell_49,5-LO-N004-1,5-LO-N004-2,5-LO-W001-5,AChE-1acj-tha-HBA-vers,AChE-GNT-Hypo1-shape,AChE-X015-1,aromatase-X006-1,aromatase-X006-2,aromatase-X006-3,COX-1-X017-1,CYP2D6-quant-X012-1,CYP2D6-X012-3,CYP2D6-X012-42,FXR-1osh-fex-1.78-d-1,FXR-1osh-fex-1.78-d-2,FXR-3bej-muf-1.90-x-2-s,FXR-3bej-muf-1.90-x-2,FXR-3fli-33y-2.00-x-1-s,FXR-3fli-33y-2.00-x-1,FXR-X008-1,GR-1nhz-486-2.30-T-2,GR-1nhz-486-2.30-T-3,GR-1nhz-486-2.30-T-4,GR-1nhz-486-2.30-T-5,GR-1p93-dex-2.70-T-1,GR-3bqd-day-2.50-T-1,GR-3bqd-day-2.50-T-2,GR-3cld-gw6-2.84-T-1,GR-3e7c-866-2.15-T-1,GR-T001-1,GR-T001-2,GR-T001-3,GR-T002-1,GR-T002-2,GR-T003-1,GR-T007-1,GR-T008-1,GR-T009-1,GR-T010-1,GR-T011-1,GR-T012-1,GR-T013-1,GR-T014-1,GR-T017-1,IKK2-3rzf-xnm-4.00-n-1,IKK2-N001-6,LXR-1pq6,LXR-1pqc,LXR-1uhl,LXR-1upv,LXR-1upw,LXR-2acl,LXR-3fal,LXR-3fc6,model_DS4,mPGES-1-Hypo_62_01-non-acidic,mPGES-1-X019-2,MR-2a3i-c0r-1.95-Z-1,MR-2aa2-as4-1.95-Z-1,MR-2aa2-as4-1.95-Z-2,MR-2oax-snl-2.29-Z-1,MR-Z001-1,MR-Z001-2,MR-Z002-1,MR-Z002-2,NFkB-DNA-site-N003-1,p38-MAPK-1a9u-sb2-800mod1_h,p38-MAPK-1bl6-sb6-800mod1_h,p38-MAPK-1bmk-sb5-800mod1_ha,p38-MAPK-1ouk+shape,p38-MAPK-1wbvneu+shape,p38-MAPK-2rg6-3cg2+shape,p38-MAPK-3dt1-3ctq+shape,PPARa-1i7g-az2-2.24-x-1,PPARa-1k7l-544-2.50-p-1-s,PPARa-1k7l-544-2.50-p-1,PPARa-1kkq-471-3.00-x-1,PPARa-P007-1,PPARd-1gwx-433-2.50-p-1-s,PPARd-1gwx-433-2.50-p-1,PPARd-1y0s-331-2.65-p-1-s,PPARd-1y0s-331-2.65-p-1,PPARd-1y0s-331-2.65-p-2-s,PPARd-2j14-gni-2.80-p-1-s,PPARg-1fm6-brl-2.10-p-1-s,PPARg-1fm6-brl-2.10-p-1,PPARg-1fm9-570-2.10-x-1,PPARg-1fm9-570-2.10-x-2,PPARg-1i7i-az2-2.35-x-1,PPARg-1k74-544-2.30-p-1-s,PPARg-1knu-ypa-2.50-p-1-s,PPARg-1knu-ypa-2.50-p-2-s,PPARg-1nyx-drf-2.65-p-1-s,PPARg-1nyx-drf-2.65-p-1,PPARg-1nyx-drf-2.65-p-2-s,PPARg-1wm0-plb-2.90-p-1-s,PPARg-1zeo-c01-2.50-p-1-s,PPARg-1zeo-c01-2.50-p-1,PPARg-1zgy-brl-1.80-p-1-s,PPARg-2ath-3ea-2.28-p-1-s,PPARg-2f4b-eha-2.07-p-1-s,PPARg-2fvj-ro0-1.99-p-1-s,PPARg-2g0g-sp0-2.54-p-1-s,PPARg-2g0g-sp0-2.54-p-1,PPARg-2g0h-sp3-2.30-p-1-s,PPARg-2gtk-208-2.10-p-1-s,PPARg-2hfp-nsi-2.00-p-1-s,PPARg-2prg-brl-2.30-p-1-s,PPARg-2prg-brl-2.30-p-1,PPARg-2q59-240-2.20-p-1-s,PPARg-4prg-072-2.90-p-1-s,PPARg-P002-1,PTP1b-1bzj-pic-2.25-d-1,PTP1b-1c84-761-2.35-d-1,PTP1b-1c85-oba-2.72-d-1,PTP1b-1c86-opa-2.30-d-1,PTP1b-1c87-opa-2.10-d-1,PTP1b-1c88-ota-1.80-d-1,PTP1b-1ecv-878-1.95-d-2,PTP1b-1gfy-col-2.13-d-1,PTP1b-2bgd-t1d-2.40-d-1,PTP1b-2cnf-f32-2.20-d-1-s,PTP1b-2cnf-f32-2.20-d-1,PTP1b-2cng-ize-1.90-d-1,PTP1b-2cni-izf-2.00-d-1-s,PTP1b-2cni-izf-2.00-d-1
,293,Kwangsienin B,false,false,false,255 255 255 255,false,,,,,,,67.2632,1,19.9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172268,0,0,0.419509,0,0.909584,0.279375,0.892013,0,0,0,0,0,0.153846,0.153846,0.222778,0,0,0,0,0,0,0.0772944,0,0,0.193351,0.276041,0.426879,0,0.013875,0,0,0,0,0,0,0,0,0,0,0,0,0.055611,0.502608,0.413254,0,0.116877,0.471438,0.217135,0,0,0,0,0,0,0,0,0,0,0.276041,0.426879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876912,0.0876912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,294,Licoagroside F,false,false,false,255 255 255 255,false,,,,,,,55.1296,1,19.2496,0,0,0,0,0,0,0,0.00110714,3.4924e-005,0.445168,0,0,0,0,0,0,0,0,0,0,0,0,0.718128,0,0.0590737,0,0.473758,0.780946,0.632314,0,0.344856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356277,0,0,0,0,0,0,0,0,0,0,0,0.355054,0,0.000771725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,295,Littorachalcone,false,false,false,255 255 255 255,false,,,,,,,79.5114,1,19.4891,0,0,0.103045,0,0.426975,0.0896828,0,0,3.75946e-011,0.267266,0,0,0,0,0,0,0,0,0,0,0,0.49807,0.801055,0,0,0,0,0.733437,0.488734,0.486554,0.607843,0.834417,0,0,0,0,0.188555,0,0,0.336697,0,0,0,0,0,0,0.000194919,0,0,0,0,0.607441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203865,0,0,0,0,0,0.251557,0,0,0,0,0,0.371334,0.225127,0.423671,0.456642,0,0,0,0.607441,0,0.00714899,0,0,0,0,0,0,0,2.58767e-006,2.58767e-006,0,0,0,0,0,0,0,0,0.0011365,0.0011365,0,0,0,2.58767e-006,0,0,0.00748313,0.00748313,0.000515877,0.0801779,0.00445631,0.00445631,0,0,0,0.00093839,0,0,0,0,0.000102397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,296,Longicaudatin,false,false,false,255 255 255 255,false,,,,,,,139.64,1,19.9601,0.0962282,0,0.540361,0,0.127747,0,0.231502,0,0.216614,0,0,0,0,0,0,0,0.246727,0,0,0,0.209997,0.0192184,0.631455,0.213117,0,0,0,0.820894,0.532984,0.923707,0.384815,0.862768,0,6.54754e-005,0,0,0.235761,0.277853,0.277853,0.434932,0,0,0,0,0,0,0.00763804,0.00195913,0,0,0,0.553959,0,0,0,0,0,0,2.29432e-005,0,0,0,0,0,0,0,0,0.453947,0.502854,0,0.316921,0.106026,0,0,0,0,0,0.513813,0,0.498687,0.151462,0,0,0,0.553959,0,0.352111,0.539956,0,0,0,0.537856,0.00111036,0,0,0,0.285051,0,0,0.587793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399023,0.192438,0.192438,0,0,0.0330918,0,0,0,0.22882,0,0,0,0,0,0.423037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,297,Loureirin A,false,false,false,255 255 255 255,false,,,,,,,49.5913,1,19.8974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458146,0,0,0,0,0,0,0.196139,0,0.822564,0,0.0551921,0,0,0.599914,0,0.837287,0.468543,0.899254,0,0,0,0,0,0,0,0.376154,0,0,0,0,0,0,0.450135,0,0,0.000993626,0.000922545,0.0210931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427241,0.33208,0,0,0.45192,0,0,0,0.310258,0,0,0.0745009,0,0,0.34592,0,0,0.000922545,0.0210931,0,0.0248407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445679,0.445679,0.0350043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,298,Loureirin B,false,false,false,255 255 255 255,false,,,,,,,52.1668,1,20.0132,0,0,0.130972,0,0,0,0,0,0,0,0,0,0,0.133128,0,0,0,0,0,0,0,0.0255311,0.772436,0,0,0,0,0.566917,0,0.778081,0.560934,0.910714,0,0,0,0,0.0305407,0.491766,0.491766,0.42072,0.013359,0,0,0,0,0,0.262023,0,0,0.0519196,0.0474888,0.347443,0.0211431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584654,0.132951,0,0,0.466927,0,0.0239325,0,0,0,0,0.48284,0,0.0225211,0.388961,0,0,0.0474888,0.347443,0,0.0982584,0.0224076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167593,0.000167593,0,0,0.0981125,0.0981125,0,0,0,0,0.139245,0.139245,0.0118523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,299,Loureirin C,false,false,false,255 255 255 255,false,,,,,,,46.7908,1,19.7598,0,0,0,0,0,0,0,0,0,0.415561,0,0,0,0.602919,0,0,0,0,0,0,0,0,0.854263,0,0,8.83889e-006,0,0.545179,0,0.141455,0.606385,0.738416,0,0,0,0,0.0159931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4381,0,0,0,0,0,0,0,0,0,0,0.432373,0,0,0.408629,0,0,0,0,0,0.198542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,300,Loureirin D,false,false,false,255 255 255 255,false,,,,,,,48.1837,1,19.9145,0,0,0,0,0,0,0,1.9634e-007,0.00451042,0.132034,0,0,0,0,0,0,0,0,0,0,0,0,0.52804,0,0.616749,0,0,0.722603,0,0.203734,0.478097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82252e-016,0,0,0,0,0,0,0,0,0,0.394673,0,0,0,0,0,0,0,0,0,0,0.315438,0,0,0.382995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,301,Lusianin,false,false,false,255 255 255 255,false,,,,,,,53.321,1,19.9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2966,0,0,0,0,0,0,0,0,0.825812,0,0.384647,0,0,0.702919,0,0.529232,0.341205,0.908797,0,0,0,0,0.140962,0.504684,0.504684,0.376115,0,0,0,0,0,0,0.00110697,0,0,0.0992783,0.217141,0.345554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215957,0,0,0.071764,0.0891558,0.0544438,0,0,0.14946,0,0.0413915,0,0,0,0.0612642,0,0.217141,0.345554,0.883574,0.0240953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50252e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,302,Macatrichocarpin C,false,false,false,255 255 255 255,false,,,,,,,55.3909,1,19.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458318,0.0941762,0,0.52111,0,0,0.787395,0,0.713618,0.146178,0.734251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13236e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114454,0.0114454,0,0,0,0,0,0,0,0,0,9.62844e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,303,Macatrichocarpin D,false,false,false,255 255 255 255,false,,,,,,,58.8698,1,19.4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12695,0.380975,0,0.20523,0,0,0.723015,0,0.725148,0.11096,0.840322,0,0,0,0,0,0,0,0.422891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968127,0,0,0,0,0,0.221273,0,0,0,0.623927,0,0,0,0,0,0,0,0,0,0.344231,4.78438e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,304,Myrigalone B,false,false,false,255 255 255 255,false,,,,,,,60.1776,1,19.6691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411858,0,0.949948,0,0.759313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230916,0.00527961,0,0,0,0,0,0,0,0,0,0,0,0.0399071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,305,Myrigalone D,false,false,false,255 255 255 255,false,,,,,,,60.2663,1,19.5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346287,0,0.590734,0.164967,0.790032,0,0,0,0,0,0.0285107,0.0285107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162595,0.162595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,306,Myrigalone E,false,false,false,255 255 255 255,false,,,,,,,54.0493,1,19.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389713,0,0,0,0,0,0,0,0,0,0,0.436219,0,0,0.447694,0,0.94979,0.270613,0.874684,0,0,0,0,0,0.00554178,0.00554178,0,0,0,0,0,0,0,0,0,0,0,0,0.00194791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075201,0.0381569,0,0.403835,0.125921,0.00465912,0,0,0,0,0,0,0,0,0,0,0,0.00194791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,307,Myrigalone G,false,false,false,255 255 255 255,false,,,,,,,53.4996,1,19.8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815324,0,0,0.360298,0,0.949457,0.18262,0.744784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,308,Myrigalone H,false,false,false,255 255 255 255,false,,,,,,,52.0622,1,19.9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42296,0,0.161532,0.452645,0.639638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350481,0.350481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,309,naringin-dihydrochalcone,false,false,false,255 255 255 255,false,,,,,,,63.2578,1,18.2934,0,0,0,0,0.535694,0,0,0.00412468,1.05612e-006,0.428301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853755,0.534783,0.130232,0.502287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609215,0,0,0,0,0,0,0,0,0,0,0,0.388366,0,0.681888,0.211603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,310,Neoeriocitrin dihydrochalcone,false,false,false,255 255 255 255,false,,,,,,,61.1313,1,15.9986,0,0,0,0,0.660285,0,0,0.00292136,0.00158448,0.187493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819428,0.495591,0.0757669,0.520364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597602,0,0,0,0,0,0,0,0,0,0,0,0.104564,0,0.00200729,0.115101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,311,Neohesperidin dihydrochalcone,false,false,false,255 255 255 255,false,,,,,,,69.116,1,19.5842,0,0,0,0,0.636294,0,0,4.84047e-006,2.86685e-008,0.236915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825015,0.487556,0.321851,0.484538,0.445493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74166,0,0,0,0,0,0,0,0,0,0.492169,0,0.583587,0,0.515906,0.00842787,0,0,0,0,0,0.154858,0,0,0,0,0,0,0.0874465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,312,not_in_scifinder_1,false,false,false,255 255 255 255,false,,,,,,,52.1366,1,19.7798,0,0,0,0,0,0,0,0,0.000193575,0.350643,0,0,0,0,0,0,0,0,0,0,0,0,0.438185,0,0.598817,0,0,0.651649,0,0.449522,0.437249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,313,not_in_scifinder_10,false,false,false,255 255 255 255,false,,,,,,,36.7906,1,12.8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29816,0,0,0.742374,0,0,0,0.762512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68182e-007,0.00693659,0,0,0,0,0,0,0,0,0,0.0507314,0,0,0,0,0,0.0225361,0,0.178445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,314,not_in_scifinder_11,false,false,false,255 255 255 255,false,,,,,,,58.8779,1,19.9803,0.0167854,0,0.5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263969,0.184895,0.740841,0,0.63912,0,0,0.699769,0,0.600332,0.416357,0.929994,0,0,0,0,0.0216252,0.19928,0.19928,0.231051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323611,0.0675164,0,0,0.0659006,0.448983,0,0,0.658897,0,0,0,0,0,0,0,0,0,0.447236,0.00610794,0,0,0,0,0,0.000244198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,315,not_in_scifinder_12,false,false,false,255 255 255 255,false,,,,,,,62.1363,1,19.971,0.24397,0,0.49618,0,0.230539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142894,0.406928,0.559734,0,0,0,0,0.618168,0,0.696272,0.0891351,0.846491,0,0,0,0,0.00602499,0.000618971,0.000618971,0.395882,0,0,0,0,0,0,0,0,0,0,0,0.148104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63994e-005,0,0,0,0,0.608364,0,0,0,0,0,0,0,0,0.148104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,316,not_in_scifinder_13,false,false,false,255 255 255 255,false,,,,,,,48.9594,1,12.9452,0,0,0,0,0,0,0,0.159847,9.28047e-005,0.191495,0,0,0,0,0,0,0,0,0,0,0,0,0.838709,0,0.56625,0,0.534969,0.781389,0.613863,0,0.351244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33404e-006,0,0.312036,0,0,0,0,0,0,0,0,0,0,0,0.110158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,317,not_in_scifinder_14,false,false,false,255 255 255 255,false,,,,,,,69.6986,1,19.8201,0,0,0,0,0.733603,0,0,0.0573115,9.96761e-005,0.379287,0,0,0,0,0,0,0,0,0,0,0,0,0.282411,0,0,0,0,0.749296,0.638278,0.0207815,0.349131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247997,0,0,0,0,0,0,1.13253e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,318,not_in_scifinder_15,false,false,false,255 255 255 255,false,,,,,,,81.4504,1,19.9696,0,0,0,0,0.640363,0,0,0,1.25326e-009,0.0163075,0,0,0,0,0,0,0,0,0,0,0,0,0.207988,0,0,0,0,0.757252,0.602967,0,0.27369,0.362487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160041,0,0,0,0,0,0,0,0,0,0,0,0.146225,0,0.0717546,0.00242027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,319,not_in_scifinder_16,false,false,false,255 255 255 255,false,,,,,,,81.2555,1,19.9084,0,0,0,0,0.489716,0,0,0,4.95969e-016,0.0340483,0,0,0,0,0,0,0,0,0,0,0,0,0.484877,0,0,0,0,0.822557,0.524457,0,0.30607,0.11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127408,0,0,0,0,0,0,0,0,0,0,0,0.0934048,0,0,0.00228312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140416,0.000140416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,320,not_in_scifinder_18,false,false,false,255 255 255 255,false,,,,,,,60.7142,1,19.8392,0.447791,0,0.447791,0,0,0,0,0,0,0,0,0,0,0.541666,0,0,0,0,0,0,0,0.130788,0.539639,0,0.320034,0,0,0.676376,0,0.908622,0.268379,0.95857,0,0,0,0,0,0.180115,0.180115,0.418465,0.278247,0,0,0,0,0,9.83849e-007,0,0,0.345461,0.447329,0.447329,0.35402,0.363998,0,1.66738e-006,0,0,0,0,0,0,0,0,0,0.517299,0,0.284573,0,0,0.205434,1.70919e-007,0.122653,0,0,0,0,0.0410076,0,0,0,0,0,0.447329,0.447329,0.715473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
