Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,AbsoluteEnergy,ConfNumber,RelativeEnergy,11b-HSD-1-refinedX005-1-HBA-model4new,11b-HSD-triterpenes-common-features,11b-HSD1-X005-1-HBA-ohneShape-model4,11b-HSD1-X005-1-model1,11b-HSD2-refinedX005-2-model2new,17b-HSD3-DS-model-1-X007-1,17b-HSD3-DS-model-2-X007-31,17b-HSD4-quercetin-Wetzel-final,17b-HSD4-Quercetin-Wetzel-HBA-F-model3-2,17b-HSD4-Quercetin-Wetzel-HBA-F-model8-1,17b-HSD5-1ry8-rut-1.60-x-1,17b-HSD5-1s2c-flf-1.80-x-1-s,17b-HSD5-1s2c-flf-1.80-x-1,17b-HSD5-1s2c-flf-1.80-x-2-s,17b-HSD5-1zq5-e04-1.30-x-2-s,17b-HSD5-2f38-15m-2.00-x-1-s,17b-HSD5-X009-2,17b-HSD7-Fiala-DS-shapemodell_30,17b-HSD7-Fiala-DS-shapemodell_42,17b-HSD7-Fiala-DS-shapemodell_49,5-LO-N004-1,5-LO-N004-2,5-LO-W001-5,AChE-1acj-tha-HBA-vers,AChE-GNT-Hypo1-shape,AChE-X015-1,aromatase-X006-1,aromatase-X006-2,aromatase-X006-3,COX-1-X017-1,CYP2D6-quant-X012-1,CYP2D6-X012-3,CYP2D6-X012-42,FXR-1osh-fex-1.78-d-1,FXR-1osh-fex-1.78-d-2,FXR-3bej-muf-1.90-x-2-s,FXR-3bej-muf-1.90-x-2,FXR-3fli-33y-2.00-x-1-s,FXR-3fli-33y-2.00-x-1,FXR-X008-1,GR-1nhz-486-2.30-T-2,GR-1nhz-486-2.30-T-3,GR-1nhz-486-2.30-T-4,GR-1nhz-486-2.30-T-5,GR-1p93-dex-2.70-T-1,GR-3bqd-day-2.50-T-1,GR-3bqd-day-2.50-T-2,GR-3cld-gw6-2.84-T-1,GR-3e7c-866-2.15-T-1,GR-T001-1,GR-T001-2,GR-T001-3,GR-T002-1,GR-T002-2,GR-T003-1,GR-T007-1,GR-T008-1,GR-T009-1,GR-T010-1,GR-T011-1,GR-T012-1,GR-T013-1,GR-T014-1,GR-T017-1,IKK2-3rzf-xnm-4.00-n-1,IKK2-N001-6,LXR-1pq6,LXR-1pqc,LXR-1uhl,LXR-1upv,LXR-1upw,LXR-2acl,LXR-3fal,LXR-3fc6,model_DS4,mPGES-1-Hypo_62_01-non-acidic,mPGES-1-X019-2,MR-2a3i-c0r-1.95-Z-1,MR-2aa2-as4-1.95-Z-1,MR-2aa2-as4-1.95-Z-2,MR-2oax-snl-2.29-Z-1,MR-Z001-1,MR-Z001-2,MR-Z002-1,MR-Z002-2,NFkB-DNA-site-N003-1,p38-MAPK-1a9u-sb2-800mod1_h,p38-MAPK-1bl6-sb6-800mod1_h,p38-MAPK-1bmk-sb5-800mod1_ha,p38-MAPK-1ouk+shape,p38-MAPK-1wbvneu+shape,p38-MAPK-2rg6-3cg2+shape,p38-MAPK-3dt1-3ctq+shape,PPARa-1i7g-az2-2.24-x-1,PPARa-1k7l-544-2.50-p-1-s,PPARa-1k7l-544-2.50-p-1,PPARa-1kkq-471-3.00-x-1,PPARa-P007-1,PPARd-1gwx-433-2.50-p-1-s,PPARd-1gwx-433-2.50-p-1,PPARd-1y0s-331-2.65-p-1-s,PPARd-1y0s-331-2.65-p-1,PPARd-1y0s-331-2.65-p-2-s,PPARd-2j14-gni-2.80-p-1-s,PPARg-1fm6-brl-2.10-p-1-s,PPARg-1fm6-brl-2.10-p-1,PPARg-1fm9-570-2.10-x-1,PPARg-1fm9-570-2.10-x-2,PPARg-1i7i-az2-2.35-x-1,PPARg-1k74-544-2.30-p-1-s,PPARg-1knu-ypa-2.50-p-1-s,PPARg-1knu-ypa-2.50-p-2-s,PPARg-1nyx-drf-2.65-p-1-s,PPARg-1nyx-drf-2.65-p-1,PPARg-1nyx-drf-2.65-p-2-s,PPARg-1wm0-plb-2.90-p-1-s,PPARg-1zeo-c01-2.50-p-1-s,PPARg-1zeo-c01-2.50-p-1,PPARg-1zgy-brl-1.80-p-1-s,PPARg-2ath-3ea-2.28-p-1-s,PPARg-2f4b-eha-2.07-p-1-s,PPARg-2fvj-ro0-1.99-p-1-s,PPARg-2g0g-sp0-2.54-p-1-s,PPARg-2g0g-sp0-2.54-p-1,PPARg-2g0h-sp3-2.30-p-1-s,PPARg-2gtk-208-2.10-p-1-s,PPARg-2hfp-nsi-2.00-p-1-s,PPARg-2prg-brl-2.30-p-1-s,PPARg-2prg-brl-2.30-p-1,PPARg-2q59-240-2.20-p-1-s,PPARg-4prg-072-2.90-p-1-s,PPARg-P002-1,PTP1b-1bzj-pic-2.25-d-1,PTP1b-1c84-761-2.35-d-1,PTP1b-1c85-oba-2.72-d-1,PTP1b-1c86-opa-2.30-d-1,PTP1b-1c87-opa-2.10-d-1,PTP1b-1c88-ota-1.80-d-1,PTP1b-1ecv-878-1.95-d-2,PTP1b-1gfy-col-2.13-d-1,PTP1b-2bgd-t1d-2.40-d-1,PTP1b-2cnf-f32-2.20-d-1-s,PTP1b-2cnf-f32-2.20-d-1,PTP1b-2cng-ize-1.90-d-1,PTP1b-2cni-izf-2.00-d-1-s,PTP1b-2cni-izf-2.00-d-1
,113,2032374-46-0,false,false,false,255 255 255 255,false,,,,,,,63.5654,1,19.6005,0,0,0,0,0,0,0,2.51274e-008,0.0245827,0.29647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731269,0.547209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,114,2032374-53-9,false,false,false,255 255 255 255,false,,,,,,,67.7552,1,18.8301,0,0,0,0,0,0,0,0.000113372,5.10314e-010,0.140325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741474,0.591324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,115,2032374-54-0,false,false,false,255 255 255 255,false,,,,,,,65.6658,1,18.5275,0,0,0,0,0.399259,0,0,0.000148841,0.0453187,0.469474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764332,0.614869,0,0.400386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19365,0,0,0,0,0,0,0,0,0,0,0,0.427413,0,0.0637574,0.407215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089605,0,0,0,0,0,0,0
,116,2032374-55-1,false,false,false,255 255 255 255,false,,,,,,,62.8568,1,19.9531,0,0,0,0,0.255889,0,0,1.85676e-009,0.00039278,0.279054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722613,0.620983,0,0.415236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161845,0,0,0,0,0,0,0,0,0,0,0,0.390442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,117,2032374-56-2,false,false,false,255 255 255 255,false,,,,,,,60.684,1,19.5278,0,0,0,0,0,0,0,3.86218e-006,0.0019095,0.438672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768773,0.561507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,118,2032374-57-3,false,false,false,255 255 255 255,false,,,,,,,62.2765,1,22.7945,0,0,0,0,0,0,0,0.0387615,0.000119635,0.314529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745055,0.607426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,119,2032374-58-4,false,false,false,255 255 255 255,false,,,,,,,59.5044,1,18.5275,0,0,0,0,0,0,0,0.00526605,1.20831e-005,0.428371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734192,0.689334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,120,2032374-59-5,false,false,false,255 255 255 255,false,,,,,,,65.04,1,19.9038,0,0,0,0,0,0,0,7.31742e-005,2.35734e-007,0.445162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827016,0.635257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,121,205109-18-8,false,false,false,255 255 255 255,false,,,,,,,63.9828,1,19.5818,0.4498,0.0569807,0.582628,0,0.310811,0,0,0,0,0.238067,0,0,0,0,0,0,0,0,0,0,0.00133191,0.376244,0.139512,0,0,0,0,0.730861,0,0.752066,0.435433,0.87043,0,0,0,0,0,8.5369e-005,8.5369e-005,0.308554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299437,0,0,0,0,0,0.106959,0,0,0,0.633228,0,0.206322,0,0,0,0,0,0,0,0,0.0534674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,122,205109-19-9,false,false,false,255 255 255 255,false,,,,,,,62.7615,1,19.9421,0,0,0.140293,0,0.168275,0,0,0,0,0.134666,0,0,0,0,0,0,0,0,0,0,0,0.0407792,0,0,0,0,0,0.832816,0,0.59827,0.100093,0.540665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334456,0,0,0,0,0,0,0,0,0,0.386359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,123,205109-20-2,false,false,false,255 255 255 255,false,,,,,,,60.0272,1,19.8116,0,0,0,0,0.174402,0,0,0,0.000728512,0.154191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800187,0,0.363858,0.000223746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666,0,0,0,0.551722,0,0,0,0,0,0,0,0,0,0.392384,0,0.0898786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,124,205109-21-3,false,false,false,255 255 255 255,false,,,,,,,65.8936,1,19.9485,0.346632,0,0.523894,0,0,0,0,0,0,0.0858044,0,0,0,0,0,0,0,0,0,0,0.00629428,0.330291,0.611349,0,0,0,0,0.775,0,0.743862,0.344973,0.937289,0,0,0,0,0,0.0022461,0.0022461,0.320234,0,0,0,0.0991142,0,0,0,0,0,0,0,0.320695,0.00484911,0,0,0,0,0,0,0,0,0,0,0,0.124721,0.255817,0,0.000887007,0,0,4.80573e-005,0,0,0,0,0.757843,0,0.0431239,0,0,0,0,0,0,0.320695,0,0.00139914,0,0,4.04452e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,125,205109-22-4,false,false,false,255 255 255 255,false,,,,,,,61.4003,1,19.8562,0.318583,0,0.683147,0,0,0.0767472,0,0,0,0.000563243,0,0,0,0,0,0,0,0,0,0,0,0.169431,0.842854,0,0,0,0,0.730721,0,0.707775,0.496733,0.826349,0,0,0,0,0,0.00105263,0.00105263,0.409429,0,0,0,0.016874,0,0,0,0,0,0,0,0.0277629,0,0,0,0,0,0,0,0,0,0,0,0,2.21419e-005,0.0455778,0,0.00771537,1.88528e-007,0,0.0332484,0,0,0,0,0.1905,0,0,0,0.000154722,0,3.91335e-009,0,0,0.0277629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993832,0.00993832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,126,205109-23-5 (R),false,false,false,255 255 255 255,false,,,,,,,62.7499,1,19.9428,0.255975,0,0.572848,0,0.184805,0.400932,0,0,0,0.0358236,0,0,0,0,0,0,0.279779,0,0,0,0.0730874,0.665619,0.591012,0,0,0,0,0.868374,0.445769,0.727428,0.873298,0.900288,0,0,0,0,0.00352563,0.00192613,0.00192613,0.455578,0,0,0,0.0484739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131382,0.273815,0,0,0.235752,0,0,0,0,0,0,0.779269,0,0.809606,0,0.534566,0.126759,3.15715e-006,0,0,0,0,3.9399e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,127,205109-24-6 (R),false,false,false,255 255 255 255,false,,,,,,,59.8156,1,19.9382,0.494138,0,0.541031,0,0.340985,0.236434,0,1.33415e-007,0,0.144332,0,0,0,0,0,0,0,0,0,0,0.0126666,0.500618,0.780367,0,0,0,0,0.750242,0.484832,0.730674,0.7293,0.905785,0,0,0,0,0.00011171,0.002387,0.002387,0.50086,0,0,0,0.440625,0.00311391,0,0.193862,0,0.395361,0,0,0.258884,0,0,0,0,0,0,0,0,0,0,0,0,0.0822335,0.199025,0,3.36008e-007,0.27361,0,0,0,0,0,0,0.455914,0,0.476686,0,0.096428,0,0,0,0,0.258884,0,0.00031301,0,0,0,0,0.00628308,0,0,0,0,0,0,0,0,0,0,1.03525e-007,0,0,0,0,0,0,0,0,0,0,0,0,1.49625e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,128,2055142-01-1,false,false,false,255 255 255 255,false,,,,,,,62.0734,1,19.8171,0.0940235,0,0.137224,0,0.544192,0,0,0,0,0.157882,0,0,0,0,0,0,0,0,0,0,0.0493976,0.152227,0.747431,0,0,0,0,0.772107,0,0.54677,0.565581,0.805462,0,0,0,0,0,0.403874,0.403874,0.301679,0,0,0,0.13053,0,0.347238,0.125334,0,0,2.42751e-005,0,0.585055,0.00074974,0,0,0,0,0,0,0,0,0,0,0,0.00240217,0.0129711,0,0,0,0,0.00932361,0.0459036,0.0613219,0,0,0.51133,0,0.542763,0,0.119063,0.51358,0,0,0,0.585055,0,0.179847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251406,0.0603267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352782,0,0,6.66802e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,129,2058292-98-9,false,false,false,255 255 255 255,false,,,,,,,73.1375,1,19.987,0,0,0,0,0.523865,0,0,4.0124e-006,0.0173597,0.23935,0,0,0,0,0,0,0,0,0,0,0,0,0.433465,0,0,0,0,0.710799,0.64078,0.00905972,0.372106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,130,2058292-99-0,false,false,false,255 255 255 255,false,,,,,,,78.3106,1,19.4499,0,0,0,0,0.572363,0,0,0,0,0.140993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76596,0.43852,0,0.274202,0.422243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252374,0,0,0,0,0,0,0,0,0,0,0,0.0998012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306053,0,0,0,0,0,0,0
,131,209861-22-3,false,false,false,255 255 255 255,false,,,,,,,57.5986,1,19.8976,0,0,0.26957,0,0,0,0,0,0,0,0,0,0,0.442258,0,0,0,0,0,0,0,0,0.335243,0,0.750294,0,0,0.558879,0,0.928003,0.190656,0.923623,0,0,0,0,0,0,0,0.478892,0,0,0,0,0,0,0.385234,0,0,0.0657606,0.339141,0.352967,0.49602,0.0426151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399984,0,0,0.403594,0.573598,0.314728,0,0,0,0,0,0,0,0,0,0,0.339141,0.352967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26543e-005,1.26543e-005,0.0335696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,132,215598-63-3,false,false,false,255 255 255 255,false,,,,,,,52.3553,1,19.6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62521,0,0,0,0,0,0,0,0,0,0,0.110003,0.000678693,0,0.477784,0,0.195473,0.439011,0.782942,0,0,0,0,0,0.00637655,0.00637655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,133,220443-00-5 (R),false,false,false,255 255 255 255,false,,,,,,,52.6838,1,19.7042,0,0,0,0,0,0,0,3.83698e-006,3.79673e-008,0.274115,0,0,0,0,0,0,0,0,0,0,0,0,0.550288,0,0.417841,0,0,0.759603,0,0.303315,0.636559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235861,0.0123525,0,0,0,0,0,0,0,0,0,0,0.358105,0,0,0.453135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,134,22141-31-7,false,false,false,255 255 255 255,false,,,,,,,47.4478,1,19.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361957,0,0.318253,0.333797,0.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,135,222159-58-2,false,false,false,255 255 255 255,false,,,,,,,48.0175,1,19.9395,0,0,0,0,0,0,0,0.0218019,0.00112035,0.143346,0,0,0,0,0,0,0,0,0,0,0,0,0.881262,0,0.58846,1.55926e-013,0,0.516102,0,0,0.292608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433045,0,0,0.0530484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,136,23050-05-7,false,false,false,255 255 255 255,false,,,,,,,45.8015,1,19.8768,0.44934,0,0.44934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177539,0.499631,0,0,0,0,0.589575,0,0.744076,0.501391,0.806583,0,0,0,0,0,0.107208,0.107208,0.308487,0,0,0,0,0,0,0,0,0,0,2.97923e-006,0.296545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320719,0,3.18061e-008,3.20427e-005,0,0,0,0.542261,0,0.127628,0,0,0,0,0,2.97923e-006,0.296545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,137,23050-06-8,false,false,false,255 255 255 255,false,,,,,,,63.0743,1,19.9372,0.154049,0,0.493417,0,0.367601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125255,0,0,0,0,0,0.803277,0.290531,0.71842,0,0,0,0,0,0,0,0,0,0.353065,0,0,0,0.0206502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041102,0,0.236018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,138,25324-31-6,false,false,false,255 255 255 255,false,,,,,,,63.2006,1,19.577,0,0,0,0,0.296449,0,0,0.000764022,6.00843e-010,0.147969,0,0,0,0,0,0,0,0,0,0,0,0,0.624781,0,0,0,0,0.733916,0.640003,0.146462,0.372703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,139,260781-99-5,false,false,false,255 255 255 255,false,,,,,,,83.7264,1,21.6871,0,0,0,0,0.612174,0,0,1.26648e-012,2.97273e-008,0.229154,0,0,0,0,0,0,0,0,0,0,6.69898e-005,0.0150062,0,0,0,0,0,0.81423,0.534742,0.281482,0.56678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404549,0,0,0,0,0,0,0,0,0,0.582582,0,0.480217,0,0.33315,0.439598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469747,0,0,0,0,0,0,0
,140,279219-89-5,false,false,false,255 255 255 255,false,,,,,,,55.6849,1,19.9807,0,0,0.150025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607321,0,0,0.614336,0,0.891385,0.0822384,0.952751,0,0,0,0,0,0.441817,0.441817,0.349437,0,0,0,0,0,0,0.426488,0,0,0.0242988,0.111756,0.42815,0.0895443,0.0293169,0,0,0,0,0,0,0,0,0,0,0,0,0.322315,0.220861,0.203025,0,0.224486,0.483091,0.227228,0,0,0,0,0,0,0,0,0,0,0.111756,0.42815,0,0.0364528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,141,"3',4,5'-trihydroxy-4'-methoxydihydrochalcone",false,false,false,255 255 255 255,false,,,,,,,65.7904,1,22.0871,0,0,0,0,0.528845,0,0,6.47944e-007,3.49615e-010,0.0324394,0,0,0,0,0,0,0,0,0,0,0,0,0.558643,0,0,0,0,0.772961,0.640676,0.459915,0.542558,0.732428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332617,0,0,0.327335,0,0,0,0,0,0,0,0,0,0,0,0.248305,0,0.0302897,0.106898,0,0,0,0,0,0,0,0.0585052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30676,0,0.180068,0,0,0,0,0
